plot_idx,block_idx,block_feedback_type,rewards,forgone_rewards,regrets,perc_opt_actions
4000,12.0,1.0,1.0,0.33229166,-0.34166667,0.014874999,0.896875
4000,12.0,2.0,0.0,0.34479168,0.0,0.030302083,0.8619792
4000,12.0,3.0,1.0,0.2875,-0.32291666,0.01153125,0.9145833
4000,13.0,0.0,0.0,0.27604166,0.0,0.027583333,0.8723958
4000,13.0,1.0,1.0,0.30625,-0.31666666,0.01515625,0.8953125
4000,13.0,2.0,0.0,0.28125,0.0,0.0268125,0.87291664
4000,13.0,3.0,1.0,0.32395834,-0.33645833,0.011239584,0.9166667
4000,14.0,0.0,0.0,0.29166666,0.0,0.028395833,0.86927086
4000,14.0,1.0,1.0,0.296875,-0.325,0.0146458335,0.8979167
4000,14.0,2.0,0.0,0.32395834,0.0,0.026010416,0.871875
4000,14.0,3.0,1.0,0.35520834,-0.29895833,0.009510417,0.92083335
4000,15.0,0.0,0.0,0.315625,0.0,0.024760418,0.8796875
4000,15.0,1.0,1.0,0.33229166,-0.32604167,0.013864583,0.9046875
4000,15.0,2.0,0.0,0.31979167,0.0,0.02478125,0.871875
4000,15.0,3.0,1.0,0.33541667,-0.31041667,0.008958334,0.9223958
4000,16.0,0.0,0.0,0.29270834,0.0,0.0246875,0.87864584
4000,16.0,1.0,1.0,0.31041667,-0.32291666,0.013864582,0.90416664
4000,16.0,2.0,0.0,0.31145832,0.0,0.025458334,0.86822915
4000,16.0,3.0,1.0,0.31666666,-0.32604167,0.008958333,0.9244792
4000,17.0,0.0,0.0,0.28958333,0.0,0.021697916,0.8880208
4000,17.0,1.0,1.0,0.32291666,-0.29791668,0.011833333,0.9088542
4000,17.0,2.0,0.0,0.29791668,0.0,0.025572916,0.871875
4000,17.0,3.0,1.0,0.29479167,-0.33020833,0.009458333,0.92552084
4000,18.0,0.0,0.0,0.29895833,0.0,0.0226875,0.884375
4000,18.0,1.0,1.0,0.32604167,-0.30208334,0.011343749,0.91510415
4000,18.0,2.0,0.0,0.334375,0.0,0.023697916,0.87864584
4000,18.0,3.0,1.0,0.33958334,-0.3125,0.008333334,0.92552084
4000,19.0,0.0,0.0,0.3125,0.0,0.022479167,0.8921875
4000,19.0,1.0,1.0,0.30416667,-0.271875,0.0110625,0.91510415
4000,19.0,2.0,0.0,0.31354168,0.0,0.022635417,0.87708336
4000,19.0,3.0,1.0,0.36875,-0.32604167,0.008531249,0.9265625
5000,0.0,0.0,0.0,0.09375,0.0,0.20125002,0.671875
5000,0.0,1.0,1.0,0.28125,-0.0625,0.1915625,0.65625
5000,0.0,2.0,0.0,0.125,0.0,0.23656249,0.5
5000,0.0,3.0,1.0,0.1875,-0.15625,0.15968749,0.625
5000,1.0,0.0,0.0,0.25,0.0,0.1284375,0.75
5000,1.0,1.0,1.0,0.25,-0.21875,0.074062504,0.828125
5000,1.0,2.0,0.0,0.25,0.0,0.16250001,0.625
5000,1.0,3.0,1.0,0.3125,-0.34375,0.10062499,0.796875
5000,2.0,0.0,0.0,0.25,0.0,0.0475,0.859375
5000,2.0,1.0,1.0,0.3125,-0.125,0.0271875,0.859375
5000,2.0,2.0,0.0,0.15625,0.0,0.13125,0.6875
5000,2.0,3.0,1.0,0.3125,-0.53125,0.0396875,0.828125
5000,3.0,0.0,0.0,0.25,0.0,0.061875,0.84375
5000,3.0,1.0,1.0,0.375,-0.0625,0.073437504,0.78125
5000,3.0,2.0,0.0,0.28125,0.0,0.09406251,0.703125
5000,3.0,3.0,1.0,0.5625,-0.1875,0.036562502,0.859375
5000,4.0,0.0,0.0,0.28125,0.0,0.06375,0.828125
5000,4.0,1.0,1.0,0.40625,-0.25,0.0296875,0.875
5000,4.0,2.0,0.0,0.125,0.0,0.065625,0.75
5000,4.0,3.0,1.0,0.1875,-0.375,0.01625,0.890625
5000,5.0,0.0,0.0,0.28125,0.0,0.0475,0.875
5000,5.0,1.0,1.0,0.6875,-0.34375,0.0084375,0.921875
5000,5.0,2.0,0.0,0.40625,0.0,0.0484375,0.8125
5000,5.0,3.0,1.0,0.5625,-0.3125,0.020624999,0.875
5000,6.0,0.0,0.0,0.4375,0.0,0.03125,0.90625
5000,6.0,1.0,1.0,0.53125,-0.21875,0.014062501,0.890625
5000,6.0,2.0,0.0,0.21875,0.0,0.037187498,0.84375
5000,6.0,3.0,1.0,0.375,-0.15625,0.026874999,0.859375
5000,7.0,0.0,0.0,0.28125,0.0,0.029687501,0.90625
5000,7.0,1.0,1.0,0.34375,-0.25,0.014062501,0.890625
5000,7.0,2.0,0.0,0.3125,0.0,0.034999996,0.859375
5000,7.0,3.0,1.0,0.34375,-0.1875,0.024687499,0.859375
5000,8.0,0.0,0.0,0.3125,0.0,0.029375,0.890625
5000,8.0,1.0,1.0,0.34375,-0.09375,0.0134375,0.890625
5000,8.0,2.0,0.0,0.28125,0.0,0.030624999,0.84375
5000,8.0,3.0,1.0,0.4375,-0.125,0.01875,0.875
5000,9.0,0.0,0.0,0.5,0.0,0.0175,0.90625
5000,9.0,1.0,1.0,0.40625,-0.21875,0.01,0.921875
5000,9.0,2.0,0.0,0.25,0.0,0.033125,0.859375
5000,9.0,3.0,1.0,0.5625,-0.3125,0.014374999,0.890625
5000,10.0,0.0,0.0,0.34375,0.0,0.020625,0.890625
5000,10.0,1.0,1.0,0.5,-0.375,0.0075000003,0.9375
5000,10.0,2.0,0.0,0.40625,0.0,0.0371875,0.875
5000,10.0,3.0,1.0,0.25,-0.375,0.025,0.859375
5000,11.0,0.0,0.0,0.5,0.0,0.0075000003,0.9375
5000,11.0,1.0,1.0,0.53125,-0.25,0.0090625,0.921875
5000,11.0,2.0,0.0,0.375,0.0,0.0259375,0.875
5000,11.0,3.0,1.0,0.28125,-0.25,0.018125,0.859375
5000,12.0,0.0,0.0,0.3125,0.0,0.0128125,0.921875
5000,12.0,1.0,1.0,0.21875,-0.3125,0.0090625,0.921875
5000,12.0,2.0,0.0,0.28125,0.0,0.026875,0.875
5000,12.0,3.0,1.0,0.5625,-0.34375,0.025312498,0.84375
5000,13.0,0.0,0.0,0.5,0.0,0.0128125,0.921875
5000,13.0,1.0,1.0,0.4375,-0.21875,0.009375,0.921875
5000,13.0,2.0,0.0,0.5,0.0,0.02125,0.890625
5000,13.0,3.0,1.0,0.59375,-0.15625,0.0128125,0.875
5000,14.0,0.0,0.0,0.3125,0.0,0.0128125,0.921875
5000,14.0,1.0,1.0,0.21875,-0.28125,0.004375,0.953125
5000,14.0,2.0,0.0,0.5625,0.0,0.018125001,0.90625
5000,14.0,3.0,1.0,0.40625,-0.28125,0.0112499995,0.90625
5000,15.0,0.0,0.0,0.40625,0.0,0.0075000003,0.9375
5000,15.0,1.0,1.0,0.34375,-0.21875,0.0025,0.96875
5000,15.0,2.0,0.0,0.15625,0.0,0.035312496,0.859375
5000,15.0,3.0,1.0,0.46875,-0.25,0.020937499,0.890625
5000,16.0,0.0,0.0,0.46875,0.0,0.0146875,0.90625
5000,16.0,1.0,1.0,0.5625,-0.28125,0.0037500001,0.953125
5000,16.0,2.0,0.0,0.28125,0.0,0.02125,0.890625
5000,16.0,3.0,1.0,0.375,-0.25,0.014062501,0.921875
5000,17.0,0.0,0.0,0.3125,0.0,0.0146875,0.90625
5000,17.0,1.0,1.0,0.53125,-0.28125,0.0028125,0.953125
5000,17.0,2.0,0.0,0.21875,0.0,0.0171875,0.890625
5000,17.0,3.0,1.0,0.375,-0.4375,0.019062499,0.90625
5000,18.0,0.0,0.0,0.28125,0.0,0.009375,0.921875
5000,18.0,1.0,1.0,0.4375,-0.25,0.0025,0.96875
5000,18.0,2.0,0.0,0.1875,0.0,0.023125,0.875
5000,18.0,3.0,1.0,0.375,-0.3125,0.015625,0.921875
5000,19.0,0.0,0.0,0.21875,0.0,0.011875,0.921875
5000,19.0,1.0,1.0,0.46875,-0.28125,0.006875,0.953125
5000,19.0,2.0,0.0,0.1875,0.0,0.02875,0.859375
5000,19.0,3.0,1.0,0.5625,-0.25,0.0109375,0.90625
